Card,Transaction Date,Post Date,Description,Category,Type,Amount,Memo
0678,12/04/2024,12/05/2024,Regus Management Group BC,Professional Services,Sale,-159.10,
0678,12/05/2024,12/05/2024,PADDLE.NET* BANDLAB,Merchandise & Inventory,Sale,-14.95,
0678,12/04/2024,12/04/2024,Payment Thank You-Mobile,,Payment,200.00,
0678,12/04/2024,12/04/2024,FiverrInc,Office & Shipping,Sale,-66.30,
0678,12/03/2024,12/03/2024,Payment Thank You-Mobile,,Payment,500.00,
0678,12/03/2024,12/03/2024,Payment Thank You-Mobile,,Payment,500.00,
0678,12/02/2024,12/03/2024,LOOMINOST LLP,Office & Shipping,Sale,-33.70,
0678,12/02/2024,12/03/2024,META WAVE SOLUTIONS,Office & Shipping,Sale,-3.50,
0678,12/01/2024,12/02/2024,GOOGLE *ADS9148409960,Professional Services,Sale,-297.24,
0678,12/01/2024,12/02/2024,GOOGLE *ADS9531160466,Professional Services,Sale,-9.37,
0678,12/01/2024,12/02/2024,GOOGLE *GSUITE_kuriosb,Professional Services,Sale,-14.40,
0678,12/01/2024,12/01/2024,Payment Thank You-Mobile,,Payment,600.00,
0678,11/30/2024,12/01/2024,AARON ABKE,Merchandise & Inventory,Sale,-44.00,
0678,11/27/2024,11/27/2024,Payment Thank You-Mobile,,Payment,500.00,
0678,11/27/2024,11/27/2024,Payment Thank You-Mobile,,Payment,500.00,
0678,11/18/2024,11/19/2024,GOOGLE *Google One,Merchandise & Inventory,Sale,-1.99,
0678,11/16/2024,11/17/2024,Payment Thank You-Mobile,,Payment,500.00,
0678,11/01/2024,11/03/2024,GOOGLE *GSUITE_kuriosb,Professional Services,Sale,-14.40,
0678,11/01/2024,11/01/2024,AUTOMATIC PAYMENT - THANK,,Payment,40.00,
0678,10/30/2024,11/01/2024,THE HOME DEPOT #3505,Repair & Maintenance,Sale,-171.62,
0678,10/31/2024,11/01/2024,AARON ABKE,Merchandise & Inventory,Sale,-44.00,
0678,10/31/2024,11/01/2024,J-GRIFF,Professional Services,Sale,-1300.00,
0678,10/18/2024,10/20/2024,GOOGLE *Google One,Merchandise & Inventory,Sale,-1.99,
0678,10/01/2024,10/02/2024,GOOGLE *GSUITE_kuriosb,Bills & Utilities,Sale,-14.40,
0678,10/01/2024,10/01/2024,AUTOMATIC PAYMENT - THANK,,Payment,40.00,
0678,09/18/2024,09/19/2024,GOOGLE *Google One,Entertainment,Sale,-1.99,
0678,07/24/2024,09/05/2024,Foreign Currency Fee Reve,Fees & Adjustments,Refund,0.19,
0678,09/01/2024,09/02/2024,GOOGLE *ADS5464112998,Professional Services,Sale,-93.64,
0678,09/01/2024,09/02/2024,GOOGLE *GSUITE_kuriosb,Merchandise & Inventory,Sale,-14.40,
0678,09/01/2024,09/02/2024,GOOGLE *ADS5036402939,Professional Services,Sale,-92.20,
0678,08/30/2024,08/30/2024,LOOMINOST.COM,Professional Services,Sale,-33.70,
0678,08/29/2024,08/30/2024,LOOMINOST.COM,Professional Services,Sale,-33.70,
0678,08/25/2024,08/25/2024,Payment Thank You - Web,,Payment,500.00,
0678,08/22/2024,08/25/2024,OFFICEMAX/DEPOT 6165,Merchandise & Inventory,Sale,-17.31,
0678,08/25/2024,08/25/2024,FOREIGN TRANSACTION FEE,Fees & Adjustments,Fee,-0.19,
0678,08/23/2024,08/25/2024,META WAVE SOLUTIONS,Office & Shipping,Sale,-6.55,
0678,08/22/2024,08/23/2024,LOOMINOST.COM,Professional Services,Sale,-33.70,
0678,08/22/2024,08/23/2024,HIGHLEVEL INC.,Office & Shipping,Sale,-100.00,
0678,08/21/2024,08/22/2024,LOOMINOST.COM,Professional Services,Sale,-33.70,
0678,08/21/2024,08/22/2024,LOOMINOST.COM,Professional Services,Sale,-33.70,
0678,08/20/2024,08/21/2024,LOOMINOST.COM,Professional Services,Sale,-33.70,
0678,08/20/2024,08/21/2024,LOOMINOST.COM,Professional Services,Sale,-33.70,
0678,08/19/2024,08/20/2024,LOOMINOST.COM,Professional Services,Sale,-33.70,
0678,08/18/2024,08/19/2024,GOOGLE *ADS5074319886,Professional Services,Sale,-50.00,
0678,08/15/2024,08/16/2024,CRAIGSLIST.ORG,Merchandise & Inventory,Sale,-10.00,
0678,08/15/2024,08/16/2024,CRAIGSLIST.ORG,Merchandise & Inventory,Sale,-5.00,
0678,08/15/2024,08/16/2024,GOOGLE *ADS5074319886,Professional Services,Sale,-10.00,
0678,08/15/2024,08/16/2024,CRAIGSLIST.ORG,Merchandise & Inventory,Sale,-3.00,
0678,08/14/2024,08/15/2024,CASH APP*NATASHA ESPINOSA,Merchandise & Inventory,Return,6.00,
0678,08/06/2024,08/06/2024,HIGHLEVEL AGENCY SUB,Office & Shipping,Sale,-297.00,
0678,08/04/2024,08/05/2024,CRAIGSLIST.ORG,Merchandise & Inventory,Sale,-7.00,
0678,08/04/2024,08/05/2024,CRAIGSLIST.ORG,Merchandise & Inventory,Sale,-5.00,
0678,08/04/2024,08/04/2024,TRANSACTION FEE,Fees & Adjustments,Fee,-15.00,
0678,08/03/2024,08/04/2024,CASH APP*CLAIRE SMITH,Miscellaneous,Cash Advance,-6.18,
0678,08/03/2024,08/04/2024,KOALA.SH,Office & Shipping,Sale,-9.00,
0678,08/01/2024,08/02/2024,CRAIGSLIST.ORG,Merchandise & Inventory,Sale,-3.00,
0678,08/01/2024,08/02/2024,CRAIGSLIST.ORG,Merchandise & Inventory,Sale,-7.00,
0678,08/01/2024,08/02/2024,GOOGLE *ADS5036402939,Professional Services,Sale,-3.19,
0678,08/02/2024,08/02/2024,CASH APP*NATASHA ESPINOSA,Merchandise & Inventory,Sale,-6.00,
0678,08/01/2024,08/02/2024,GOOGLE *ADS5464112998,Professional Services,Sale,-263.55,
0678,08/01/2024,08/02/2024,CRAIGSLIST.ORG,Merchandise & Inventory,Sale,-7.00,
0678,08/01/2024,08/02/2024,GOOGLE *ADS9531160466,Professional Services,Sale,-52.02,
0678,08/01/2024,08/02/2024,GOOGLE *GSUITE_kuriosb,Merchandise & Inventory,Sale,-14.40,
0678,08/01/2024,08/02/2024,GOOGLE *ADS5248498033,Professional Services,Sale,-67.62,
0678,08/01/2024,08/02/2024,GOOGLE *ADS2700665497,Professional Services,Sale,-186.35,
0678,08/01/2024,08/01/2024,TRANSACTION FEE,Fees & Adjustments,Fee,-15.00,
0678,08/01/2024,08/01/2024,CASH APP*CHRIS SINCLAIR,Miscellaneous,Cash Advance,-6.18,
0678,08/01/2024,08/01/2024,TRANSACTION FEE,Fees & Adjustments,Fee,-15.00,
0678,07/31/2024,08/01/2024,CASH APP*ALEX DUVALL,Miscellaneous,Cash Advance,-7.21,
0678,07/24/2024,07/25/2024,CRAIGSLIST.ORG,Merchandise & Inventory,Sale,-3.00,
0678,07/24/2024,07/25/2024,CRAIGSLIST.ORG,Merchandise & Inventory,Sale,-3.00,
0678,07/23/2024,07/24/2024,CRAIGSLIST.ORG,Merchandise & Inventory,Sale,-7.00,
0678,07/24/2024,07/24/2024,FOREIGN TRANSACTION FEE,Fees & Adjustments,Fee,-0.19,
0678,07/23/2024,07/24/2024,META WAVE SOLUTIONS,Office & Shipping,Sale,-6.57,
0678,07/19/2024,07/21/2024,CRAIGSLIST.ORG,Merchandise & Inventory,Sale,-5.00,
0678,07/17/2024,07/17/2024,Payment Thank You-Mobile,,Payment,1000.00,
0678,07/16/2024,07/16/2024,HIGHLEVEL INC.,Office & Shipping,Sale,-100.00,
0678,07/12/2024,07/14/2024,FS *rankmath,Office & Shipping,Sale,-88.07,
0678,07/12/2024,07/14/2024,FS *rankmath,Office & Shipping,Return,88.07,
0678,07/11/2024,07/12/2024,Fiverr,Office & Shipping,Sale,-8.28,
0678,07/10/2024,07/11/2024,10WEB.IO,Professional Services,Sale,-5.00,
0678,07/10/2024,07/11/2024,Fiverr,Office & Shipping,Sale,-8.28,
0678,07/09/2024,07/10/2024,CRAIGSLIST.ORG,Merchandise & Inventory,Sale,-3.00,
0678,07/10/2024,07/10/2024,ADVISE.SO,Professional Services,Sale,-119.00,
0678,07/07/2024,07/08/2024,CRAIGSLIST.ORG,Merchandise & Inventory,Sale,-3.00,
0678,07/06/2024,07/07/2024,HIGHLEVEL AGENCY SUB,Office & Shipping,Sale,-297.00,
0678,07/05/2024,07/07/2024,HIGHLEVEL INC.,Office & Shipping,Sale,-29.32,
0678,07/06/2024,07/07/2024,H-E-B #725,Food & Drink,Sale,-10.27,
0678,07/06/2024,07/07/2024,HIGHLEVEL INC.,Office & Shipping,Sale,-25.00,
0678,07/05/2024,07/05/2024,TRANSACTION FEE,Fees & Adjustments,Fee,-15.00,
0678,07/04/2024,07/05/2024,CASH APP*MOOR FETTI,Miscellaneous,Cash Advance,-10.30,
0678,07/04/2024,07/05/2024,10WEB.IO,Professional Services,Sale,-14.00,
0678,07/03/2024,07/05/2024,PAR*SMOOTHIE KING SK1156,Food & Drink,Sale,-8.33,
0678,07/04/2024,07/05/2024,CRAIGSLIST.ORG,Merchandise & Inventory,Sale,-7.00,
0678,07/05/2024,07/05/2024,CRAIGSLIST.ORG,Merchandise & Inventory,Sale,-7.00,
0678,07/05/2024,07/05/2024,CRAIGSLIST.ORG,Merchandise & Inventory,Sale,-3.00,
0678,07/05/2024,07/05/2024,CRAIGSLIST.ORG,Merchandise & Inventory,Sale,-3.00,
0678,07/01/2024,07/02/2024,GOOGLE *ADS8919439674,Professional Services,Sale,-123.56,
0678,07/01/2024,07/02/2024,GOOGLE *GSUITE_kuriosb,Bills & Utilities,Sale,-14.40,
0678,07/01/2024,07/02/2024,GOOGLE *ADS2700665497,Professional Services,Sale,-260.59,
0678,07/01/2024,07/02/2024,GOOGLE *ADS5464112998,Professional Services,Sale,-437.65,
0678,07/01/2024,07/02/2024,GOOGLE *ADS5248498033,Professional Services,Sale,-28.78,
0678,06/30/2024,07/01/2024,HIGHLEVEL INC.,Office & Shipping,Sale,-25.00,
0678,06/28/2024,06/30/2024,CS *TEXASROADHOUSE GC,Merchandise & Inventory,Sale,-60.00,
0678,06/29/2024,06/30/2024,NAME-CHEAP.COM* QOFYIW,Professional Services,Sale,-9.16,
0678,06/25/2024,06/26/2024,NAME-CHEAP.COM* RNT2OM,Professional Services,Sale,-10.46,
0678,06/21/2024,06/23/2024,META WAVE SOLUTIONS,Office & Shipping,Sale,-10.00,
0678,06/21/2024,06/23/2024,WWW.BIZHWY.COM,Professional Services,Sale,-15.00,
0678,06/21/2024,06/23/2024,LINKDADDY LLC,Professional Services,Sale,-89.00,
0678,06/21/2024,06/23/2024,LINKDADDY LLC,Professional Services,Sale,-178.00,
0678,06/20/2024,06/21/2024,SQ *THE WHEEL KITCHEN,Food & Drink,Sale,-25.98,
0678,06/19/2024,06/20/2024,AUNTIE ANNE'S #PA 331,Food & Drink,Sale,-16.63,
0678,06/17/2024,06/19/2024,CHUBBYS STEAKS,Food & Drink,Sale,-4.63,
0678,06/17/2024,06/19/2024,CHUBBYS STEAKS,Food & Drink,Sale,-34.92,
0678,06/17/2024,06/18/2024,PATCO FREEDOM 01303,Travel,Sale,-5.20,
0678,06/16/2024,06/17/2024,FACEBK *VCAS96QUE2,Professional Services,Sale,-0.30,
0678,06/16/2024,06/17/2024,HIGHLEVEL INC.,Office & Shipping,Sale,-25.00,
0678,06/13/2024,06/14/2024,NAME-CHEAP.COM* A4N7E3,Professional Services,Sale,-10.46,
0678,06/12/2024,06/13/2024,HIGHLEVEL INC.,Office & Shipping,Sale,-25.00,
0678,06/10/2024,06/11/2024,NOTION LABS  INC.,Professional Services,Sale,-10.00,
0678,06/08/2024,06/10/2024,TACO BELL 31021,Food & Drink,Sale,-9.62,
0678,06/08/2024,06/10/2024,VAPE CITY TOMBALL,Merchandise & Inventory,Sale,-10.81,
0678,06/09/2024,06/09/2024,Payment Thank You-Mobile,,Payment,600.00,
0678,06/08/2024,06/09/2024,SQ *THE WHEEL KITCHEN,Food & Drink,Sale,-36.37,
0678,06/06/2024,06/09/2024,STARBUCKS STORE 22429,Food & Drink,Sale,-4.19,
0678,06/06/2024,06/06/2024,HIGHLEVEL AGENCY SUB,Office & Shipping,Sale,-198.99,
0678,06/05/2024,06/06/2024,HIGHLEVEL INC.,Office & Shipping,Sale,-31.59,
0678,06/04/2024,06/06/2024,KUYKENDAHL CITGO,Gas,Sale,-2.48,
0678,06/04/2024,06/05/2024,GOOGLE *ADS8919439674,Professional Services,Sale,-50.00,
0678,06/03/2024,06/05/2024,VAPE CITY TOMBALL,Merchandise & Inventory,Sale,-10.81,
0678,06/02/2024,06/04/2024,TXR PAINTBALL,Entertainment,Sale,-64.95,
0678,06/02/2024,06/04/2024,TXR PAINTBALL,Entertainment,Sale,-9.00,
0678,06/02/2024,06/04/2024,TXR PAINTBALL,Entertainment,Return,64.95,
0678,06/03/2024,06/04/2024,10WEB.IO,Professional Services,Sale,-102.00,
0678,06/03/2024,06/03/2024,Payment Thank You-Mobile,,Payment,700.00,
0678,06/02/2024,06/03/2024,GOOGLE *ADS8919439674,Professional Services,Sale,-10.00,
0678,06/02/2024,06/03/2024,CHIPOTLE 2794,Food & Drink,Sale,-19.59,
0678,06/02/2024,06/03/2024,MCDONALD'S F30696,Food & Drink,Sale,-4.74,
0678,06/02/2024,06/03/2024,WAL-MART #5091,Food & Drink,Sale,-3.48,
0678,06/01/2024,06/02/2024,GOOGLE *ADS5464112998,Professional Services,Sale,-32.19,
0678,06/01/2024,06/02/2024,GOOGLE *GSUITE_kuriosb,Office & Shipping,Sale,-14.40,
0678,05/31/2024,06/02/2024,HIGHLEVEL INC.,Office & Shipping,Sale,-25.00,
0678,06/01/2024,06/02/2024,GOOGLE *ADS2700665497,Professional Services,Sale,-482.87,
0678,05/30/2024,05/31/2024,NAME-CHEAP.COM* DJNPOT,Professional Services,Sale,-10.46,
0678,05/30/2024,05/31/2024,HIGHLEVEL INC.,Office & Shipping,Sale,-25.00,
0678,05/29/2024,05/30/2024,GOOGLE *ADS5464112998,Professional Services,Sale,-500.00,
0678,05/28/2024,05/29/2024,HIGHLEVEL INC.,Office & Shipping,Sale,-25.00,
0678,05/28/2024,05/29/2024,NAME-CHEAP.COM* ZF1GCP,Professional Services,Sale,-10.46,
0678,05/27/2024,05/28/2024,HIGHLEVEL INC.,Office & Shipping,Sale,-10.00,
0678,05/28/2024,05/28/2024,HIGHLEVEL INC.,Office & Shipping,Sale,-21.10,
0678,05/27/2024,05/28/2024,HIGHLEVEL INC.,Office & Shipping,Sale,-10.00,
0678,05/24/2024,05/26/2024,IMPRUVU LLC,Professional Services,Sale,-500.00,
0678,05/23/2024,05/24/2024,HIGHLEVEL INC.,Office & Shipping,Sale,-10.00,
0678,05/23/2024,05/24/2024,Tune Up The Manly Salo,Health & Wellness,Sale,-46.62,
